osver,release,arch,date,title,kb,updateID,files,sha1
10,22H2,x64,2025-03,2025-03 Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5053606),KB5053606,c574d591-4e67-41c4-b676-e69866b21f20,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2025/03/windows10.0-kb5053606-x64_7415dee0978d4cdecfc284e53222dfa1d36d6894.msu'],['7415dee0978d4cdecfc284e53222dfa1d36d6894']
10,22H2,x64,2025-04,2025-04 Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5055518),KB5055518,4861ab0d-9efc-46df-98a2-4aa7cb703e34,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/secu/2025/04/windows10.0-kb5055518-x64_0504a2aa182fc23d9651dd6842b7e6388a0ee07b.msu'],['0504a2aa182fc23d9651dd6842b7e6388a0ee07b']
10,22H2,x64,2025-05,2025-05 Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5061979),KB5061979,bd72d9dc-2f2d-4f98-bcd3-de1780bdeb5d,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2025/05/windows10.0-kb5061979-x64_08a8b6833dfd507c47dec771f51cea58e3ae0a5f.msu'],['08a8b6833dfd507c47dec771f51cea58e3ae0a5f']
10,22H2,x64,2025-06,2025-06 Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5063159),KB5063159,c7ce6b24-00a1-4018-aeeb-13ae57b15b51,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2025/06/windows10.0-kb5063159-x64_50ea3cbc0ed169387390d7cc57dc8e53cae2d183.msu'],['50ea3cbc0ed169387390d7cc57dc8e53cae2d183']
10,22H2,x64,2024-01,2024-01 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5034122),KB5034122,784dbbc9-668c-4458-bbbe-7ea8a61d87d0,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/01/windows10.0-kb5034122-x64_b3617870ef7f18b6052a1c42d9bf0f3b1f8d936f.cab'],['b3617870ef7f18b6052a1c42d9bf0f3b1f8d936f']
10,22H2,x64,2024-02,2024-02 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5034763),KB5034763,9603a96a-8731-45ab-b486-09a65239cec9,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/02/windows10.0-kb5034763-x64_a381c0ece7882aefb9aeb871b3a2c2cadea25eca.cab'],['a381c0ece7882aefb9aeb871b3a2c2cadea25eca']
10,22H2,x64,2024-03,2024-03 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5035845),KB5035845,871476ba-8d4e-47c4-b71d-473473b4c291,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/03/windows10.0-kb5035845-x64_7f80d9768019dbdad2cf65cdd6f97e8f0b1f93ab.cab'],['7f80d9768019dbdad2cf65cdd6f97e8f0b1f93ab']
10,22H2,x64,2024-04,2024-04 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5036892),KB5036892,71782d5c-4966-4349-ba8e-59d65ed752e3,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/04/windows10.0-kb5036892-x64_b720a10dc354dfddd9da543ece75b291b11a0131.cab'],['b720a10dc354dfddd9da543ece75b291b11a0131']
10,22H2,x64,2024-05,2024-05 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5037768),KB5037768,46fe1fde-1f0d-41b7-a6f9-bb16e4321c57,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/secu/2024/05/windows10.0-kb5037768-x64_b0e9e78754b983338ac8eb90a280090762010c94.cab'],['b0e9e78754b983338ac8eb90a280090762010c94']
10,22H2,x64,2024-06,2024-06 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5039211),KB5039211,50638b4b-022a-4d3c-8c0a-5023272b4324,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/06/windows10.0-kb5039211-x64_2d86e5b028c31ac601f5611ccc9ccadffef2351a.cab'],['2d86e5b028c31ac601f5611ccc9ccadffef2351a']
10,22H2,x64,2024-07,2024-07 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5040427),KB5040427,61ecc8a5-13bc-41b7-98d6-f027b50688e7,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/07/windows10.0-kb5040427-x64_a47e0ad9acf4998546fe98a6a539b60fd67d6515.cab'],['a47e0ad9acf4998546fe98a6a539b60fd67d6515']
10,22H2,x64,2024-08,2024-08 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5041580),KB5041580,3a02c92d-32c7-48d6-a526-608264568ba8,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/secu/2024/08/windows10.0-kb5041580-x64_5afa7baff77b461d9189fc7ea8b4c7a09b31c9ca.cab'],['5afa7baff77b461d9189fc7ea8b4c7a09b31c9ca']
10,22H2,x64,2024-09,2024-09 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5043064),KB5043064,77e3f2c1-bcbb-48eb-ac99-d2861e00daee,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/secu/2024/09/windows10.0-kb5043064-x64_157fcac072b90993968538f0f2b41b1866bc98aa.cab'],['157fcac072b90993968538f0f2b41b1866bc98aa']
10,22H2,x64,2024-10,2024-10 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5044273),KB5044273,c54a0e8d-138d-4628-94b1-bb440d03c878,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/10/windows10.0-kb5044273-x64_46b6256779e3458e2efd74fb77e26238ab9ee253.cab'],['46b6256779e3458e2efd74fb77e26238ab9ee253']
10,22H2,x64,2024-11,2024-11 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5046613),KB5046613,6a5cd5d7-46fd-43c8-8f3f-46e0dfc3279f,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/11/windows10.0-kb5046613-x64_c15d4e72be06743d8689971f826c93bded8c6ae8.cab'],['c15d4e72be06743d8689971f826c93bded8c6ae8']
10,22H2,x64,2024-12,2024-12 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5048652),KB5048652,c3104afb-6ac0-4d04-83da-240cf13ab737,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/12/windows10.0-kb5048652-x64_59844d513d571636b5711a4a01037f5f64a98f63.cab'],['59844d513d571636b5711a4a01037f5f64a98f63']
10,22H2,x64,2025-01,2025-01 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5049981),KB5049981,e99d2606-a1ec-45cb-9399-4e5d6a4e9ae0,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2025/01/windows10.0-kb5049981-x64_3cac6de1fd097dae64819ce05b3a5bea04a9659e.cab'],['3cac6de1fd097dae64819ce05b3a5bea04a9659e']
10,22H2,x64,2025-02,2025-02 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5051974),KB5051974,def36dc1-b1b5-439c-be88-babea8cd9f48,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/secu/2025/02/windows10.0-kb5051974-x64_d4b7fbb86eb9ec7daf3d767e49c600237435c7d1.cab'],['d4b7fbb86eb9ec7daf3d767e49c600237435c7d1']
10,22H2,x64,2025-03,2025-03 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5053606),KB5053606,581aa144-f189-4311-a55c-f70ee7bfc8da,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2025/03/windows10.0-kb5053606-x64_e98bcf7ce6f1cd3ec8664d4d78672cfd0660c4d2.cab'],['e98bcf7ce6f1cd3ec8664d4d78672cfd0660c4d2']
10,22H2,x64,2025-04,2025-04 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5055518),KB5055518,18f27f82-ef1f-4a1e-979e-55c557d9867c,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2025/04/windows10.0-kb5055518-x64_941409af9ab0c70606d3fd1e39e5be67ecae40d3.cab'],['941409af9ab0c70606d3fd1e39e5be67ecae40d3']
10,22H2,x64,2025-05,2025-05 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5058379),KB5058379,bda88c84-fa96-45cf-9337-c5023fa8e155,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2025/05/windows10.0-kb5058379-x64_5d0aa6d6d319eed8b9dc093c62d4f4184e90ccd1.cab'],['5d0aa6d6d319eed8b9dc093c62d4f4184e90ccd1']
10,22H2,x64,2025-06,2025-06 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5060533),KB5060533,7b13803b-da08-4569-a594-4133b16dadc3,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2025/06/windows10.0-kb5060533-x64_4c24404c7d3f3cb0b6e1884efdc13acd2b4cac9d.cab'],['4c24404c7d3f3cb0b6e1884efdc13acd2b4cac9d']
10,22H2,x64,2024-01,2024-01 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5034203),KB5034203,9868b11b-417d-4443-9fef-1a26d739f66d,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/01/windows10.0-kb5034203-x64_14f2cba156944cea66379d78c305f5aa5a6517e7.msu'],['14f2cba156944cea66379d78c305f5aa5a6517e7']
10,22H2,x64,2024-02,2024-02 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5034843),KB5034843,06bcdbd9-255d-4e45-b0fe-63a582194088,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2024/02/windows10.0-kb5034843-x64_3ea45debbd7ceb7208ff7b24ab611f6bdee47df9.msu'],['3ea45debbd7ceb7208ff7b24ab611f6bdee47df9']
10,22H2,x64,2024-03,2024-03 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5035941),KB5035941,6b9bf92b-5d74-4a5e-8580-6e8631fcc892,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/03/windows10.0-kb5035941-x64_ae10e283549475067d2e4085d76a2cc1b5cf51d8.msu'],['ae10e283549475067d2e4085d76a2cc1b5cf51d8']
10,22H2,x64,2024-04,2024-04 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5036979),KB5036979,f289e987-a192-461b-ac14-dd578604833c,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2024/04/windows10.0-kb5036979-x64_594cbd6113edd8626935340fe9d4da1394009788.msu'],['594cbd6113edd8626935340fe9d4da1394009788']
10,22H2,x64,2024-05,2024-05 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5037849),KB5037849,4e3777b5-a2a1-4df7-b908-5329a8aefafd,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2024/05/windows10.0-kb5037849-x64_5f3f02d96dfd5eec8a15c1f7c5ea16b1baf67ad4.msu'],['5f3f02d96dfd5eec8a15c1f7c5ea16b1baf67ad4']
10,22H2,x64,2024-06,2024-06 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5039299),KB5039299,678f1673-f9c2-4a53-89c7-f8a6ccbc2487,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/06/windows10.0-kb5039299-x64_865692c1c759abb9c2ba2c7d0ce9fb40849e9389.msu'],['865692c1c759abb9c2ba2c7d0ce9fb40849e9389']
10,22H2,x64,2024-07,2024-07 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5040525),KB5040525,12895ceb-28a3-4130-9cfa-0a84941a868d,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/07/windows10.0-kb5040525-x64_315b741db4a3880ad3c7868ecc2623e67d5fb54d.msu'],['315b741db4a3880ad3c7868ecc2623e67d5fb54d']
10,22H2,x64,2024-08,2024-08 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5041582),KB5041582,1ae3eee4-d212-455d-9371-e56f0e5c405b,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2024/08/windows10.0-kb5041582-x64_aef566aad27209be83d504162b09f910f43ae2a5.msu'],['aef566aad27209be83d504162b09f910f43ae2a5']
10,22H2,x64,2024-09,2024-09 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5043131),KB5043131,6792a4ab-e3f0-46d5-8a28-3d47321edecd,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/09/windows10.0-kb5043131-x64_e4ab598645e70f061e667e372dc288a83afa862b.msu'],['e4ab598645e70f061e667e372dc288a83afa862b']
10,22H2,x64,2024-10,2024-10 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5045594),KB5045594,15921fad-32cc-41b2-9149-129ae4f00c8a,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/10/windows10.0-kb5045594-x64_a0c7d288c87e76eab9f78f8f8eec17a6dec2b884.msu'],['a0c7d288c87e76eab9f78f8f8eec17a6dec2b884']
10,22H2,x64,2024-11,2024-11 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5046714),KB5046714,939d575f-35b5-4c15-b7f5-e7f15fba0640,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/11/windows10.0-kb5046714-x64_38071c53bb5cd71abc8f3a43fe6f3a751b967b88.msu'],['38071c53bb5cd71abc8f3a43fe6f3a751b967b88']
10,22H2,x64,2025-01,2025-01 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5050081),KB5050081,aaa20f4c-2672-44ef-99b7-4d40d5685101,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2025/01/windows10.0-kb5050081-x64_33cfeb4c98c409642bfe7516e9ed1bcaada6d252.msu'],['33cfeb4c98c409642bfe7516e9ed1bcaada6d252']
10,22H2,x64,2025-02,2025-02 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5052077),KB5052077,29a95e22-74e4-434b-a671-d4463e214934,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2025/02/windows10.0-kb5052077-x64_1987c6c66af789df6f27c7d210e44f6fe9f2c4d0.msu'],['1987c6c66af789df6f27c7d210e44f6fe9f2c4d0']
10,22H2,x64,2025-03,2025-03 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5053643),KB5053643,ef26ea30-c661-4d23-a427-52105f8ec841,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2025/03/windows10.0-kb5053643-x64_5218e6eb7da7bbc10645dc7c4732c64ed0fba070.msu'],['5218e6eb7da7bbc10645dc7c4732c64ed0fba070']
10,22H2,x64,2025-04,2025-04 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5055612),KB5055612,dd4f5bfb-7277-466e-8f67-90b2ecec7810,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2025/04/windows10.0-kb5055612-x64_126e24dc4ef01f839352e406d6cee570a43b3a8b.msu'],['126e24dc4ef01f839352e406d6cee570a43b3a8b']
10,22H2,x64,2025-05,2025-05 Cumulative Update Preview for Windows 10 Version 22H2 for x64-based Systems (KB5058481),KB5058481,2df88938-2e44-4b16-a27b-57fd413ba719,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2025/05/windows10.0-kb5058481-x64_3819ecfc5be1e6eb0fcb51c92b39f51780d71122.msu'],['3819ecfc5be1e6eb0fcb51c92b39f51780d71122']
10,22H2,x64,2024-01,2024-01 Cumulative Update for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5034275),KB5034275,5e266a88-e64d-438e-875b-0b158f8ecf9b,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2023/12/windows10.0-kb5033918-x64-ndp481_f51fac3b44d0c2451030767e2a4624e554e9c226.msu', 'https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/secu/2023/12/windows10.0-kb5033909-x64-ndp48_ae6d65030ae80a9661685579932305f66be1907a.msu'],['f51fac3b44d0c2451030767e2a4624e554e9c226', 'ae6d65030ae80a9661685579932305f66be1907a']
10,22H2,x64,2024-02,2024-02 Cumulative Update for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5034685),KB5034685,17a1f13b-21a2-4b5e-b158-441cf20aca3f,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2023/12/windows10.0-kb5034466-x64-ndp481_c9dbd8e13506113523427fef15ecaf08d908db06.msu', 'https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2023/12/windows10.0-kb5034468-x64-ndp48_97594b5cf615541cde5ffd62d7b9b44ea73c873f.msu'],['c9dbd8e13506113523427fef15ecaf08d908db06', '97594b5cf615541cde5ffd62d7b9b44ea73c873f']
10,22H2,x64,2024-04,2024-04 Cumulative Update for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5037036),KB5037036,e4e4724a-87d9-409d-81b7-7784572ca154,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/secu/2024/03/windows10.0-kb5036608-x64-ndp48_198eabe96517e4fce368274337c4a500b72337cb.msu', 'https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/secu/2024/03/windows10.0-kb5036618-x64-ndp481_e54bfb45a907b464001111fd61f471f7263b0641.msu'],['198eabe96517e4fce368274337c4a500b72337cb', 'e54bfb45a907b464001111fd61f471f7263b0641']
10,22H2,x64,2024-05,2024-05 Cumulative Update for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5038285),KB5038285,d36b6f00-5e49-4315-8c11-d76e03f86137,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/04/windows10.0-kb5037592-x64-ndp48_dab09c706a8df769586abc4f254c5c20937132ff.msu', 'https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/04/windows10.0-kb5037587-x64-ndp481_115f29e1b79986792251107a7be02bfb0e7294e4.msu'],['dab09c706a8df769586abc4f254c5c20937132ff', '115f29e1b79986792251107a7be02bfb0e7294e4']
10,22H2,x64,2024-07,2024-07 Cumulative Update for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5041019),KB5041019,dce6a540-cc87-4c55-8db6-63af55cfd9fd,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/secu/2024/06/windows10.0-kb5039884-x64-ndp48_24e7f9b4f56805b752b0562da9439316349157e1.msu', 'https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/06/windows10.0-kb5039893-x64-ndp481_f072c2365a8c1f2427c19e7527e3ef32b509c2bc.msu'],['24e7f9b4f56805b752b0562da9439316349157e1', 'f072c2365a8c1f2427c19e7527e3ef32b509c2bc']
10,22H2,x64,2024-08,2024-08 Cumulative Update for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5042352),KB5042352,7d21178b-1fb6-40d0-a82e-ed96e032608c,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/07/windows10.0-kb5042097-x64-ndp481_128df6c49bca1d0d7287649d35c9e3bb093329a3.msu', 'https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/07/windows10.0-kb5042056-x64-ndp48_1a8e9a5a6c21a29210af21efd965f0706cedcda3.msu'],['128df6c49bca1d0d7287649d35c9e3bb093329a3', '1a8e9a5a6c21a29210af21efd965f0706cedcda3']
10,22H2,x64,2024-10,2024-10 Cumulative Update for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5044091),KB5044091,e0b63318-df03-4fd3-91ee-8d225dfb987a,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/secu/2024/09/windows10.0-kb5044029-x64-ndp481_7636169b12979c1597e66706e08b6f8557a3fa31.msu', 'https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/secu/2024/09/windows10.0-kb5044020-x64-ndp48_01927b68990bab8f4b74bfc58e91b0cb2c99f983.msu'],['7636169b12979c1597e66706e08b6f8557a3fa31', '01927b68990bab8f4b74bfc58e91b0cb2c99f983']
10,22H2,x64,2024-11,2024-11 Cumulative Update for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5046542),KB5046542,335c3eab-dee0-4f4e-bc6d-54b87ee8afb2,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/09/windows10.0-kb5045933-x64-ndp481_9e50b0f56cc1fe0b2d5328a32194f7bcd2a3897e.msu', 'https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/09/windows10.0-kb5045936-x64-ndp48_0ab3fa5252793a95b6f31dea879f837569f751d6.msu'],['9e50b0f56cc1fe0b2d5328a32194f7bcd2a3897e', '0ab3fa5252793a95b6f31dea879f837569f751d6']
10,22H2,x64,2025-01,2025-01 Cumulative Update for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5050188),KB5050188,be5ebf62-6260-45ba-9229-f3fe2368ceed,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/12/windows10.0-kb5049621-x64-ndp481_8cf3ab9195ec940d2da51894fb690b2d21404e8e.msu', 'https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/secu/2024/12/windows10.0-kb5049613-x64-ndp48_9fb624c593353450a31118a4029ebed77699760b.msu'],['8cf3ab9195ec940d2da51894fb690b2d21404e8e', '9fb624c593353450a31118a4029ebed77699760b']
10,22H2,x64,2025-04,2025-04 Cumulative Update for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5055683),KB5055683,3d43cb63-58d8-4816-965c-563bdbb801ed,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2025/02/windows10.0-kb5054977-x64-ndp48_619cacc2e7882282c01a0a7f92fbd42c0ca2ef06.msu', 'https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2025/02/windows10.0-kb5054978-x64-ndp481_90f8e513a76e21cdc5cf4c7ca413acad3fb9585d.msu'],['619cacc2e7882282c01a0a7f92fbd42c0ca2ef06', '90f8e513a76e21cdc5cf4c7ca413acad3fb9585d']
10,22H2,x64,2024-01,2024-01 Cumulative Update Preview for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5034582),KB5034582,94d01bc3-5bc0-47ea-9adc-226f1f95938a,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2023/12/windows10.0-kb5034468-x64-ndp48_97594b5cf615541cde5ffd62d7b9b44ea73c873f.msu', 'https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2023/12/windows10.0-kb5034466-x64-ndp481_c9dbd8e13506113523427fef15ecaf08d908db06.msu'],['97594b5cf615541cde5ffd62d7b9b44ea73c873f', 'c9dbd8e13506113523427fef15ecaf08d908db06']
10,22H2,x64,2024-03,2024-03 Cumulative Update Preview for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5036580),KB5036580,16824587-91cf-4d75-9507-880b2a4a8793,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2024/03/windows10.0-kb5036034-x64-ndp481_5e0992df3a17c080f7cc79ed317ee3d1605da25b.msu', 'https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/03/windows10.0-kb5036036-x64-ndp48_1eadea58a2343e48fab596793ad1caa2735de047.msu'],['5e0992df3a17c080f7cc79ed317ee3d1605da25b', '1eadea58a2343e48fab596793ad1caa2735de047']
10,22H2,x64,2024-04,2024-04 Cumulative Update Preview for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5037724),KB5037724,4f5a0173-1a79-40ff-951f-3cc0b40a5cb4,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/04/windows10.0-kb5037592-x64-ndp48_dab09c706a8df769586abc4f254c5c20937132ff.msu', 'https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/04/windows10.0-kb5037587-x64-ndp481_115f29e1b79986792251107a7be02bfb0e7294e4.msu'],['dab09c706a8df769586abc4f254c5c20937132ff', '115f29e1b79986792251107a7be02bfb0e7294e4']
10,22H2,x64,2024-06,2024-06 Cumulative Update Preview for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5040370),KB5040370,2c2aa9f5-946f-45aa-bab9-8b4e439451a5,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2024/06/windows10.0-kb5039865-x64-ndp481_751469cf6a6fb0c69c3c4450a7b813a0ce09029f.msu', 'https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2024/06/windows10.0-kb5039867-x64-ndp48_b16777b3e1a9ec7891b17b5ebe682337d00a4692.msu'],['751469cf6a6fb0c69c3c4450a7b813a0ce09029f', 'b16777b3e1a9ec7891b17b5ebe682337d00a4692']
10,22H2,x64,2024-07,2024-07 Cumulative Update Preview for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5041355),KB5041355,76cbea9f-13fd-44d1-a861-f6e84598a186,['https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2024/06/windows10.0-kb5041168-x64-ndp481_7faf59442e8830a2dd49e2ca0759ec819998e64a.msu', 'https://catalog.s.download.windowsupdate.com/d/msdownload/update/software/updt/2024/06/windows10.0-kb5041167-x64-ndp48_a3d706b52352188f24b1592cbb4315260808bc63.msu'],['7faf59442e8830a2dd49e2ca0759ec819998e64a', 'a3d706b52352188f24b1592cbb4315260808bc63']
10,22H2,x64,2024-10,2024-10 Cumulative Update Preview for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5045991),KB5045991,65ca572a-591a-4e19-bbbd-68489424a5ea,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/09/windows10.0-kb5045936-x64-ndp48_0ab3fa5252793a95b6f31dea879f837569f751d6.msu', 'https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/09/windows10.0-kb5045933-x64-ndp481_9e50b0f56cc1fe0b2d5328a32194f7bcd2a3897e.msu'],['0ab3fa5252793a95b6f31dea879f837569f751d6', '9e50b0f56cc1fe0b2d5328a32194f7bcd2a3897e']
10,22H2,x64,2024-11,2024-11 Cumulative Update Preview for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 22H2 for x64 (KB5048292),KB5048292,5dd10633-cceb-40c5-a2c1-d002a6c3eea6,['https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/11/windows10.0-kb5048160-x64-ndp48_16a85e7f78e36c3237cfe6f2a565a45c4027464c.msu', 'https://catalog.s.download.windowsupdate.com/c/msdownload/update/software/updt/2024/11/windows10.0-kb5048161-x64-ndp481_80d0836a9fb32694631d804a208ad1497c9e6adb.msu'],['16a85e7f78e36c3237cfe6f2a565a45c4027464c', '80d0836a9fb32694631d804a208ad1497c9e6adb']
